issue_time_utc,issue_time_scada,target_time_scada,target_time_utc,turbine,lead_h,nwp_run_init_utc,nwp_lead_h,point,p10,p50,p90,prediction_kind,model_version,interval_label
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T00:00:00+06:00,2025-02-27T18:00:00Z,turbine_1,0,2025-02-27T06:00:00Z,12,0.14790601993251457,0.06563761435530234,0.14790601993251457,0.37629895103493377,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T01:00:00+06:00,2025-02-27T19:00:00Z,turbine_1,1,2025-02-27T06:00:00Z,13,0.17128476471325169,0.0,0.17128476471325169,0.6852780071379913,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T02:00:00+06:00,2025-02-27T20:00:00Z,turbine_1,2,2025-02-27T06:00:00Z,14,0.1125108256732405,0.030242420096028275,0.1125108256732405,0.3409037567756597,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T03:00:00+06:00,2025-02-27T21:00:00Z,turbine_1,3,2025-02-27T06:00:00Z,15,0.09089439494022843,0.008625989363016201,0.09089439494022843,0.31928732604264765,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T04:00:00+06:00,2025-02-27T22:00:00Z,turbine_1,4,2025-02-27T06:00:00Z,16,0.14878822959641513,0.06651982401920291,0.14878822959641513,0.37718116069883434,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T05:00:00+06:00,2025-02-27T23:00:00Z,turbine_1,5,2025-02-27T06:00:00Z,17,0.17029585251492915,0.0,0.17029585251492915,0.6842890949396687,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T06:00:00+06:00,2025-02-28T00:00:00Z,turbine_1,6,2025-02-27T06:00:00Z,18,0.05854697524040515,0.0,0.05854697524040515,0.28693990634282435,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T07:00:00+06:00,2025-02-28T01:00:00Z,turbine_1,7,2025-02-27T06:00:00Z,19,0.13682715369582538,0.05455874811861315,0.13682715369582538,0.3652200847982446,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T08:00:00+06:00,2025-02-28T02:00:00Z,turbine_1,8,2025-02-27T06:00:00Z,20,0.1083947505550979,0.02612634497788567,0.1083947505550979,0.3367876816575171,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T09:00:00+06:00,2025-02-28T03:00:00Z,turbine_1,9,2025-02-27T06:00:00Z,21,0.10907145567698141,0.026803050099769188,0.10907145567698141,0.3374643867794006,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T10:00:00+06:00,2025-02-28T04:00:00Z,turbine_1,10,2025-02-27T06:00:00Z,22,0.10572469961887676,0.023456294041664535,0.10572469961887676,0.33411763072129597,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T11:00:00+06:00,2025-02-28T05:00:00Z,turbine_1,11,2025-02-27T06:00:00Z,23,0.14185112221279786,0.059582716635585634,0.14185112221279786,0.37024405331521704,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T12:00:00+06:00,2025-02-28T06:00:00Z,turbine_1,12,2025-02-27T06:00:00Z,24,0.16065532529326054,0.0,0.16065532529326054,0.6746485677180001,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T13:00:00+06:00,2025-02-28T07:00:00Z,turbine_1,13,2025-02-27T06:00:00Z,25,0.13848495486919485,0.05621654929198262,0.13848495486919485,0.3668778859716141,model,mos-curve-v0,start
2025-02-27T18:00:00Z,2025-02-28T00:00:00+06:00,2025-02-28T14:00:00+06:00,2025-02-28T08:00:00Z,turbine_1,14,2025-02-27T06:00:00Z,26,0.2315683428104152,0.0,0.2315683428104152,0.7455615852351547,model,mos-curve-v0,start
