issue_time_utc,issue_time_scada,target_time_scada,target_time_utc,turbine,lead_h,nwp_run_init_utc,nwp_lead_h,point,p10,p50,p90,prediction_kind,model_version,interval_label
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T00:00:00+06:00,2025-02-17T18:00:00Z,turbine_1,0,2025-02-17T06:00:00Z,12,0.026288991971438955,0.0,0.026288991971438955,0.2546819230738582,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T01:00:00+06:00,2025-02-17T19:00:00Z,turbine_1,1,2025-02-17T06:00:00Z,13,0.02514994567433835,0.0,0.02514994567433835,0.2535428767767576,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T02:00:00+06:00,2025-02-17T20:00:00Z,turbine_1,2,2025-02-17T06:00:00Z,14,0.033634189098842304,0.0,0.033634189098842304,0.2620271202012615,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T03:00:00+06:00,2025-02-17T21:00:00Z,turbine_1,3,2025-02-17T06:00:00Z,15,0.04193576823856542,0.0,0.04193576823856542,0.27032869934098464,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T04:00:00+06:00,2025-02-17T22:00:00Z,turbine_1,4,2025-02-17T06:00:00Z,16,0.06316969920972786,0.0,0.06316969920972786,0.2915626303121471,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T05:00:00+06:00,2025-02-17T23:00:00Z,turbine_1,5,2025-02-17T06:00:00Z,17,0.07977522157811395,0.0,0.07977522157811395,0.30816815268053316,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T06:00:00+06:00,2025-02-18T00:00:00Z,turbine_1,6,2025-02-17T06:00:00Z,18,0.10127624505165522,0.019007839474442997,0.10127624505165522,0.32966917615407443,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T07:00:00+06:00,2025-02-18T01:00:00Z,turbine_1,7,2025-02-17T06:00:00Z,19,0.10930023957080434,0.027031833993592116,0.10930023957080434,0.3376931706732236,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T08:00:00+06:00,2025-02-18T02:00:00Z,turbine_1,8,2025-02-17T06:00:00Z,20,0.15231399393733305,0.0,0.15231399393733305,0.6663072363620726,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T09:00:00+06:00,2025-02-18T03:00:00Z,turbine_1,9,2025-02-17T06:00:00Z,21,0.2205621143397934,0.0,0.2205621143397934,0.7345553567645329,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T10:00:00+06:00,2025-02-18T04:00:00Z,turbine_1,10,2025-02-17T06:00:00Z,22,0.23560068588063823,0.0,0.23560068588063823,0.7495939283053777,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T11:00:00+06:00,2025-02-18T05:00:00Z,turbine_1,11,2025-02-17T06:00:00Z,23,0.5779776426814704,0.08028815752242136,0.5779776426814704,0.8766190313870725,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T12:00:00+06:00,2025-02-18T06:00:00Z,turbine_1,12,2025-02-17T06:00:00Z,24,0.7839291407404256,0.28623965558137654,0.7839291407404256,1.0,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T13:00:00+06:00,2025-02-18T07:00:00Z,turbine_1,13,2025-02-17T06:00:00Z,25,0.7880654272573526,0.29037594209830353,0.7880654272573526,1.0,model,lightgbm-v1,start
2025-02-17T18:00:00Z,2025-02-18T00:00:00+06:00,2025-02-18T14:00:00+06:00,2025-02-18T08:00:00Z,turbine_1,14,2025-02-17T06:00:00Z,26,0.6680543136154263,0.17036482845637724,0.6680543136154263,0.9666957023210283,model,lightgbm-v1,start
