issue_time_utc,issue_time_scada,target_time_scada,target_time_utc,turbine,lead_h,nwp_run_init_utc,nwp_lead_h,point,p10,p50,p90,prediction_kind,model_version,interval_label
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T00:00:00+06:00,2025-02-09T18:00:00Z,turbine_1,0,2025-02-09T06:00:00Z,12,0.8878021920145289,0.529323905422399,0.8878021920145289,0.972804272610251,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T01:00:00+06:00,2025-02-09T19:00:00Z,turbine_1,1,2025-02-09T06:00:00Z,13,0.9165736547009257,0.5580953681087958,0.9165736547009257,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T02:00:00+06:00,2025-02-09T20:00:00Z,turbine_1,2,2025-02-09T06:00:00Z,14,0.9495188700542243,0.5910405834620944,0.9495188700542243,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T03:00:00+06:00,2025-02-09T21:00:00Z,turbine_1,3,2025-02-09T06:00:00Z,15,0.960559409289029,0.6020811226968992,0.960559409289029,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T04:00:00+06:00,2025-02-09T22:00:00Z,turbine_1,4,2025-02-09T06:00:00Z,16,0.930808800280881,0.5723305136887511,0.930808800280881,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T05:00:00+06:00,2025-02-09T23:00:00Z,turbine_1,5,2025-02-09T06:00:00Z,17,0.9138647739901362,0.5553864873980063,0.9138647739901362,0.9988668545858583,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T06:00:00+06:00,2025-02-10T00:00:00Z,turbine_1,6,2025-02-09T06:00:00Z,18,0.9671135946910816,0.6086353080989517,0.9671135946910816,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T07:00:00+06:00,2025-02-10T01:00:00Z,turbine_1,7,2025-02-09T06:00:00Z,19,0.9675548846989087,0.6090765981067788,0.9675548846989087,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T08:00:00+06:00,2025-02-10T02:00:00Z,turbine_1,8,2025-02-09T06:00:00Z,20,0.9633686386667298,0.6048903520746,0.9633686386667298,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T09:00:00+06:00,2025-02-10T03:00:00Z,turbine_1,9,2025-02-09T06:00:00Z,21,0.9488452395671757,0.5903669529750458,0.9488452395671757,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T10:00:00+06:00,2025-02-10T04:00:00Z,turbine_1,10,2025-02-09T06:00:00Z,22,0.9040498857901734,0.5455715991980435,0.9040498857901734,0.9890519663858955,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T11:00:00+06:00,2025-02-10T05:00:00Z,turbine_1,11,2025-02-09T06:00:00Z,23,0.7392376958809587,0.24154821072190957,0.7392376958809587,1.0,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T12:00:00+06:00,2025-02-10T06:00:00Z,turbine_1,12,2025-02-09T06:00:00Z,24,0.6002659034231049,0.10257641826405584,0.6002659034231049,0.8989072921287069,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T13:00:00+06:00,2025-02-10T07:00:00Z,turbine_1,13,2025-02-09T06:00:00Z,25,0.257343838729927,0.0,0.257343838729927,0.7713370811546665,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T14:00:00+06:00,2025-02-10T08:00:00Z,turbine_1,14,2025-02-09T06:00:00Z,26,0.16541928626660848,0.0,0.16541928626660848,0.679412528691348,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T15:00:00+06:00,2025-02-10T09:00:00Z,turbine_1,15,2025-02-09T06:00:00Z,27,0.13356165120682534,0.05129324562961311,0.13356165120682534,0.36195458230924454,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T16:00:00+06:00,2025-02-10T10:00:00Z,turbine_1,16,2025-02-09T06:00:00Z,28,0.0920550252714883,0.009786619694276077,0.0920550252714883,0.3204479563739075,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T17:00:00+06:00,2025-02-10T11:00:00Z,turbine_1,17,2025-02-09T06:00:00Z,29,0.06939361268695861,0.0,0.06939361268695861,0.2977865437893778,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T18:00:00+06:00,2025-02-10T12:00:00Z,turbine_1,18,2025-02-09T06:00:00Z,30,0.06630272009775495,0.0,0.06630272009775495,0.29469565120017416,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T19:00:00+06:00,2025-02-10T13:00:00Z,turbine_1,19,2025-02-09T06:00:00Z,31,0.029204052308663648,0.0,0.029204052308663648,0.25759698341108284,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T20:00:00+06:00,2025-02-10T14:00:00Z,turbine_1,20,2025-02-09T06:00:00Z,32,0.02239782414842169,0.0,0.02239782414842169,0.2507907552508409,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T21:00:00+06:00,2025-02-10T15:00:00Z,turbine_1,21,2025-02-09T06:00:00Z,33,0.027474065739815284,0.0,0.027474065739815284,0.25586699684223446,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T22:00:00+06:00,2025-02-10T16:00:00Z,turbine_1,22,2025-02-09T06:00:00Z,34,0.023978880845124038,0.0,0.023978880845124038,0.25237181194754327,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-10T23:00:00+06:00,2025-02-10T17:00:00Z,turbine_1,23,2025-02-09T06:00:00Z,35,0.04522070295971665,0.0,0.04522070295971665,0.27361363406213585,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T00:00:00+06:00,2025-02-10T18:00:00Z,turbine_1,24,2025-02-09T06:00:00Z,36,0.07897287295560367,0.0,0.07897287295560367,0.3073658040580229,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T01:00:00+06:00,2025-02-10T19:00:00Z,turbine_1,25,2025-02-09T06:00:00Z,37,0.14528531294934918,0.06301690737213696,0.14528531294934918,0.3736782440517684,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T02:00:00+06:00,2025-02-10T20:00:00Z,turbine_1,26,2025-02-09T06:00:00Z,38,0.21463053901967472,0.0,0.21463053901967472,0.7286237814444143,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T03:00:00+06:00,2025-02-10T21:00:00Z,turbine_1,27,2025-02-09T06:00:00Z,39,0.29353710388383336,0.030189852986885812,0.29353710388383336,0.8075303463085729,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T04:00:00+06:00,2025-02-10T22:00:00Z,turbine_1,28,2025-02-09T06:00:00Z,40,0.36100096006446647,0.09765370916751892,0.36100096006446647,0.874994202489206,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T05:00:00+06:00,2025-02-10T23:00:00Z,turbine_1,29,2025-02-09T06:00:00Z,41,0.44131010990912145,0.1779628590121739,0.44131010990912145,0.955303352333861,model,mos-curve-v0,start
2025-02-09T18:00:00Z,2025-02-10T00:00:00+06:00,2025-02-11T06:00:00+06:00,2025-02-11T00:00:00Z,turbine_1,30,2025-02-09T06:00:00Z,42,0.45166397808440195,0.1883167271874544,0.45166397808440195,0.9656572205091415,model,mos-curve-v0,start
