time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2024-02-01 00:00:00,4.4,1.8,-2.7,87,957.9
2024-02-01 01:00:00,4.75,1.75,-2.7,98,957.8
2024-02-01 02:00:00,5.12,1.97,-2.9,102,957.7
2024-02-01 03:00:00,5.22,2.38,-2.2,102,957.5
2024-02-01 04:00:00,4.87,2.57,-1.1,99,957.5
2024-02-01 05:00:00,4.55,3.24,2.3,99,957.5
2024-02-01 06:00:00,4.92,3.71,2.3,95,956.4
2024-02-01 07:00:00,4.81,3.71,2.0,94,955.2
2024-02-01 08:00:00,4.24,3.24,3.1,98,954.3
2024-02-01 09:00:00,3.16,2.45,3.1,101,953.7
2024-02-01 10:00:00,1.92,1.49,1.0,129,953.0
2024-02-01 11:00:00,1.49,1.28,0.9,222,952.9
2024-02-01 12:00:00,3.51,2.22,0.0,275,953.2
2024-02-01 13:00:00,5.45,2.63,0.4,277,953.9
2024-02-01 14:00:00,6.5,3.26,-0.5,269,954.4
2024-02-01 15:00:00,7.13,3.65,-0.6,265,955.0
2024-02-01 16:00:00,7.76,4.36,-1.1,263,955.9
2024-02-01 17:00:00,8.39,4.88,-1.8,262,956.4
2024-02-01 18:00:00,8.3,4.9,-2.2,261,957.4
2024-02-01 19:00:00,8.08,4.63,-2.3,258,957.6
2024-02-01 20:00:00,8.05,4.59,-2.4,256,958.4
2024-02-01 21:00:00,8.57,4.78,-2.6,253,958.5
2024-02-01 22:00:00,8.54,4.87,-3.3,252,959.2
2024-02-01 23:00:00,8.1,4.65,-3.3,252,959.4
2024-02-02 00:00:00,7.89,4.44,-3.4,258,960.2
2024-02-02 01:00:00,8.15,4.79,-3.1,264,961.1
2024-02-02 02:00:00,8.0,4.62,-2.4,271,962.5
2024-02-02 03:00:00,6.9,4.13,-2.0,272,963.1
2024-02-02 04:00:00,5.79,4.03,-1.4,260,963.8
2024-02-02 05:00:00,5.66,4.3,-0.3,262,963.9
2024-02-02 06:00:00,5.22,4.04,-0.1,265,963.9
2024-02-02 07:00:00,4.71,3.72,-0.1,266,963.9
2024-02-02 08:00:00,3.9,3.11,0.7,269,963.5
2024-02-02 09:00:00,3.1,2.5,0.7,268,963.2
2024-02-02 10:00:00,1.96,1.55,-0.3,255,963.2
2024-02-02 11:00:00,1.53,1.17,-0.5,238,962.5
2024-02-02 12:00:00,1.44,1.24,-0.9,214,962.4
2024-02-02 13:00:00,1.12,1.04,-1.9,190,961.9
