time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2023-07-01 00:00:00,6.04,2.47,18.7,246,945.4
2023-07-01 01:00:00,5.23,2.56,19.4,244,945.9
2023-07-01 02:00:00,3.74,2.69,26.1,254,947.5
2023-07-01 03:00:00,3.3,2.6,26.7,272,947.3
2023-07-01 04:00:00,2.94,2.43,27.0,280,947.2
2023-07-01 05:00:00,2.89,2.38,30.8,284,947.9
2023-07-01 06:00:00,3.08,2.57,31.1,283,947.6
2023-07-01 07:00:00,3.54,2.91,31.3,286,947.0
2023-07-01 08:00:00,4.15,3.42,33.2,285,947.1
2023-07-01 09:00:00,4.75,3.83,33.2,285,946.7
2023-07-01 10:00:00,5.9,4.7,33.3,272,946.4
2023-07-01 11:00:00,5.87,4.65,33.3,279,946.4
2023-07-01 12:00:00,5.81,4.49,33.1,281,945.9
2023-07-01 13:00:00,5.34,4.0,33.0,283,946.8
2023-07-01 14:00:00,4.54,2.28,28.3,284,946.1
2023-07-01 15:00:00,3.96,2.7,27.1,286,946.0
2023-07-01 16:00:00,3.2,2.28,27.1,284,946.5
2023-07-01 17:00:00,2.73,1.92,22.9,278,945.4
2023-07-01 18:00:00,2.14,1.42,22.5,281,945.6
2023-07-01 19:00:00,1.08,0.81,21.8,292,945.2
2023-07-01 20:00:00,0.41,0.82,19.3,76,944.9
2023-07-01 21:00:00,1.7,1.03,18.8,90,944.8
2023-07-01 22:00:00,2.31,0.92,18.4,72,944.6
2023-07-01 23:00:00,3.64,1.88,18.2,74,945.5
2023-07-02 00:00:00,4.88,1.84,19.4,79,945.9
2023-07-02 01:00:00,5.41,2.72,20.1,87,946.4
2023-07-02 02:00:00,5.4,4.0,25.7,90,947.5
2023-07-02 03:00:00,5.91,4.61,25.3,87,947.2
2023-07-02 04:00:00,6.03,4.73,25.8,84,946.8
2023-07-02 05:00:00,5.74,4.64,30.8,83,946.9
2023-07-02 06:00:00,5.15,4.24,31.4,82,946.5
2023-07-02 07:00:00,4.04,3.44,32.0,81,945.7
2023-07-02 08:00:00,3.06,2.67,35.0,79,945.7
2023-07-02 09:00:00,2.47,2.06,35.4,69,945.1
2023-07-02 10:00:00,2.91,2.48,35.8,49,944.5
2023-07-02 11:00:00,2.0,1.72,35.9,53,944.0
2023-07-02 12:00:00,1.41,1.22,35.8,82,943.8
2023-07-02 13:00:00,1.63,1.24,36.4,79,944.2
2023-07-02 14:00:00,2.53,2.15,29.5,72,943.0
2023-07-02 15:00:00,3.98,2.94,28.9,78,943.0
2023-07-02 16:00:00,5.01,2.91,29.0,87,943.6
2023-07-02 17:00:00,5.1,3.04,24.2,90,942.4
2023-07-02 18:00:00,5.15,3.11,24.1,82,942.8
2023-07-02 19:00:00,5.75,2.9,24.3,77,942.7
2023-07-02 20:00:00,6.2,2.51,21.7,80,942.5
2023-07-02 21:00:00,6.2,2.44,21.2,89,942.4
2023-07-02 22:00:00,6.3,2.5,20.5,90,942.5
2023-07-02 23:00:00,6.3,2.47,20.0,91,943.0
2023-07-03 00:00:00,4.74,1.86,20.2,97,943.9
2023-07-03 01:00:00,4.94,2.43,21.9,83,944.7
2023-07-03 02:00:00,5.14,3.51,29.0,83,946.1
2023-07-03 03:00:00,5.81,4.41,28.9,86,945.9
2023-07-03 04:00:00,5.49,4.37,29.6,80,945.0
2023-07-03 05:00:00,4.2,3.49,34.5,78,945.7
2023-07-03 06:00:00,2.64,2.24,35.3,65,945.2
2023-07-03 07:00:00,1.63,1.35,36.1,317,944.8
2023-07-03 08:00:00,7.5,5.9,36.6,270,944.9
2023-07-03 09:00:00,12.11,8.91,37.1,273,946.3
2023-07-03 10:00:00,11.83,8.72,32.5,274,945.3
2023-07-03 11:00:00,12.28,8.83,32.9,280,945.5
2023-07-03 12:00:00,11.51,8.06,32.8,278,946.9
2023-07-03 13:00:00,9.56,6.56,32.9,263,947.4
2023-07-03 14:00:00,8.77,5.46,29.6,243,947.0
2023-07-03 15:00:00,6.84,3.61,29.0,232,947.1
2023-07-03 16:00:00,5.06,2.27,28.6,232,947.3
2023-07-03 17:00:00,3.89,2.26,25.1,244,946.0
2023-07-03 18:00:00,3.28,1.91,24.2,258,945.8
2023-07-03 19:00:00,3.11,1.91,23.8,264,945.4
2023-07-03 20:00:00,2.89,1.56,21.7,256,944.9
2023-07-03 21:00:00,2.51,1.22,21.1,247,944.5
2023-07-03 22:00:00,1.94,0.89,20.3,258,944.2
2023-07-03 23:00:00,0.71,0.95,19.9,262,943.9
2023-07-04 00:00:00,1.22,1.39,20.0,215,943.5
2023-07-04 01:00:00,2.06,1.9,20.9,209,943.7
2023-07-04 02:00:00,1.92,1.33,29.3,208,945.3
2023-07-04 03:00:00,0.92,0.71,30.2,193,944.7
2023-07-04 04:00:00,0.61,0.5,30.9,261,944.6
2023-07-04 05:00:00,1.5,1.32,35.2,274,944.5
2023-07-04 06:00:00,3.22,2.68,35.6,296,944.2
2023-07-04 07:00:00,5.59,4.48,35.7,294,943.8
2023-07-04 08:00:00,7.3,5.78,35.4,293,943.7
