time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2025-10-01 00:00:00,4.87,2.6,14.2,275,944.5
2025-10-01 01:00:00,5.68,3.25,14.3,264,944.2
2025-10-01 02:00:00,6.35,4.04,13.9,263,944.2
2025-10-01 03:00:00,7.9,5.7,13.2,269,944.2
2025-10-01 04:00:00,11.28,8.16,12.1,274,945.0
2025-10-01 05:00:00,13.1,9.19,10.7,279,947.0
2025-10-01 06:00:00,12.39,8.76,10.5,277,949.1
2025-10-01 07:00:00,11.58,8.27,10.5,274,950.3
2025-10-01 08:00:00,11.37,8.24,8.4,277,950.3
2025-10-01 09:00:00,11.35,8.2,8.6,279,951.1
2025-10-01 10:00:00,12.38,8.62,6.4,274,953.8
2025-10-01 11:00:00,11.06,7.6,5.5,278,954.7
2025-10-01 12:00:00,9.5,6.57,5.2,276,954.9
2025-10-01 13:00:00,9.15,6.2,5.3,271,955.7
2025-10-01 14:00:00,9.36,6.22,5.0,268,956.5
2025-10-01 15:00:00,9.17,5.93,5.2,266,957.1
2025-10-01 16:00:00,8.22,5.23,5.3,263,957.3
2025-10-01 17:00:00,7.16,4.49,5.6,255,957.5
2025-10-01 18:00:00,6.6,3.82,5.7,250,957.4
2025-10-01 19:00:00,5.83,3.4,5.9,248,957.4
2025-10-01 20:00:00,4.85,2.68,5.3,244,957.0
2025-10-01 21:00:00,3.92,1.99,5.5,240,956.8
2025-10-01 22:00:00,3.18,1.73,4.2,244,957.4
2025-10-01 23:00:00,1.9,1.28,4.2,247,957.1
2025-10-02 00:00:00,1.55,1.05,4.8,249,957.5
2025-10-02 01:00:00,1.33,0.86,4.3,250,957.7
2025-10-02 02:00:00,0.57,0.22,6.7,232,958.9
2025-10-02 03:00:00,0.92,0.81,7.1,112,959.2
2025-10-02 04:00:00,2.03,1.74,7.3,106,959.0
2025-10-02 05:00:00,2.53,2.16,11.4,99,959.4
2025-10-02 06:00:00,2.7,2.3,11.4,92,958.7
2025-10-02 07:00:00,2.5,2.11,11.7,87,958.0
2025-10-02 08:00:00,2.41,2.08,14.5,84,957.6
2025-10-02 09:00:00,2.8,2.38,14.6,79,957.0
2025-10-02 10:00:00,3.32,2.73,13.9,83,956.5
2025-10-02 11:00:00,3.66,2.9,13.8,94,957.0
2025-10-02 12:00:00,4.18,2.38,13.8,83,957.2
2025-10-02 13:00:00,4.66,2.12,12.4,86,957.4
2025-10-02 14:00:00,4.5,2.0,8.4,91,957.4
2025-10-02 15:00:00,4.11,2.03,8.4,95,957.6
2025-10-02 16:00:00,3.52,1.84,8.3,101,957.9
2025-10-02 17:00:00,2.99,1.52,7.2,111,957.6
2025-10-02 18:00:00,2.53,1.28,6.8,112,957.6
2025-10-02 19:00:00,2.34,1.19,6.3,110,957.3
2025-10-02 20:00:00,2.32,1.08,5.3,109,957.2
2025-10-02 21:00:00,2.04,0.92,5.0,112,957.3
2025-10-02 22:00:00,2.48,0.99,4.5,99,957.7
2025-10-02 23:00:00,1.92,0.93,4.6,118,958.0
2025-10-03 00:00:00,1.5,0.76,4.3,105,958.0
2025-10-03 01:00:00,1.16,0.76,4.3,115,958.5
2025-10-03 02:00:00,0.9,0.39,7.3,109,959.6
2025-10-03 03:00:00,1.0,0.6,8.4,108,960.5
2025-10-03 04:00:00,0.79,0.65,9.6,125,960.8
2025-10-03 05:00:00,0.5,0.45,14.1,180,961.6
2025-10-03 06:00:00,1.25,1.07,15.0,233,961.3
2025-10-03 07:00:00,2.5,2.09,15.5,250,961.2
2025-10-03 08:00:00,3.67,2.97,17.7,259,961.1
2025-10-03 09:00:00,4.45,3.55,17.5,262,960.9
2025-10-03 10:00:00,3.68,2.98,16.1,263,960.7
2025-10-03 11:00:00,4.0,3.09,16.1,257,961.3
2025-10-03 12:00:00,4.27,2.15,16.0,254,961.6
2025-10-03 13:00:00,4.73,2.22,15.3,250,962.0
2025-10-03 14:00:00,4.74,2.2,11.8,252,961.8
2025-10-03 15:00:00,4.38,2.22,11.1,256,961.9
2025-10-03 16:00:00,3.58,2.14,10.5,258,961.6
2025-10-03 17:00:00,2.45,1.71,7.8,253,961.1
2025-10-03 18:00:00,1.27,1.04,8.4,244,960.8
2025-10-03 19:00:00,0.62,1.07,8.4,166,960.5
2025-10-03 20:00:00,1.52,1.12,6.7,117,959.9
2025-10-03 21:00:00,2.42,1.04,6.2,108,959.7
2025-10-03 22:00:00,2.86,1.39,5.0,95,958.8
2025-10-03 23:00:00,3.76,1.52,5.0,104,959.4
2025-10-04 00:00:00,4.19,1.58,5.0,98,959.2
2025-10-04 01:00:00,4.36,1.64,4.9,95,959.3
2025-10-04 02:00:00,4.56,2.08,9.6,93,960.3
2025-10-04 03:00:00,4.07,2.53,10.3,96,960.9
2025-10-04 04:00:00,4.51,3.5,10.3,94,959.9
2025-10-04 05:00:00,4.5,3.6,15.5,91,960.6
2025-10-04 06:00:00,3.96,3.21,15.7,86,959.5
2025-10-04 07:00:00,2.66,2.21,16.2,78,959.2
2025-10-04 08:00:00,0.83,0.72,18.5,57,958.6
2025-10-04 09:00:00,1.59,1.29,18.9,283,958.3
2025-10-04 10:00:00,2.83,2.26,18.1,283,957.6
2025-10-04 11:00:00,4.5,3.4,18.3,273,957.8
2025-10-04 12:00:00,5.7,3.05,18.6,271,957.8
2025-10-04 13:00:00,6.85,3.37,17.8,272,958.3
2025-10-04 14:00:00,6.75,3.25,13.3,270,957.7
2025-10-04 15:00:00,6.21,2.89,12.7,267,958.1
2025-10-04 16:00:00,5.72,2.61,12.5,265,958.4
2025-10-04 17:00:00,5.51,2.51,9.8,266,958.0
2025-10-04 18:00:00,5.52,2.53,10.1,261,958.1
2025-10-04 19:00:00,5.8,2.63,9.9,260,958.3
2025-10-04 20:00:00,6.02,2.72,9.2,259,958.3
2025-10-04 21:00:00,6.18,2.82,9.2,258,958.6
2025-10-04 22:00:00,6.32,2.95,9.3,259,958.9
2025-10-04 23:00:00,6.21,2.84,9.2,262,959.2
2025-10-05 00:00:00,6.15,2.89,9.2,263,959.6
2025-10-05 01:00:00,6.24,3.03,9.1,258,959.7
2025-10-05 02:00:00,6.06,3.25,11.3,257,960.8
2025-10-05 03:00:00,5.52,3.85,11.6,261,960.9
2025-10-05 04:00:00,6.36,4.81,11.9,267,960.6
2025-10-05 05:00:00,7.15,5.5,15.1,272,961.1
2025-10-05 06:00:00,7.68,5.91,15.3,275,960.9
2025-10-05 07:00:00,7.93,6.11,15.2,275,960.5
2025-10-05 08:00:00,8.21,6.35,16.4,273,960.5
2025-10-05 09:00:00,8.56,6.5,16.3,272,960.1
2025-10-05 10:00:00,8.75,6.55,14.0,269,959.8
2025-10-05 11:00:00,8.76,6.31,13.8,268,960.0
2025-10-05 12:00:00,8.45,5.41,13.6,264,960.5
2025-10-05 13:00:00,8.4,5.02,13.3,264,961.1
2025-10-05 14:00:00,7.66,4.29,9.4,267,960.9
2025-10-05 15:00:00,7.08,3.86,8.8,264,961.3
2025-10-05 16:00:00,6.96,3.71,8.5,260,961.6
2025-10-05 17:00:00,6.8,3.5,6.6,258,961.3
2025-10-05 18:00:00,6.33,3.15,6.5,261,961.3
2025-10-05 19:00:00,5.76,2.73,6.2,259,961.5
2025-10-05 20:00:00,4.96,2.18,4.7,255,961.2
2025-10-05 21:00:00,4.03,1.54,4.4,253,960.8
2025-10-05 22:00:00,4.26,1.79,2.7,248,960.3
2025-10-05 23:00:00,2.86,1.53,2.2,258,960.1
2025-10-06 00:00:00,1.5,0.92,2.1,268,960.7
2025-10-06 01:00:00,0.65,0.86,2.0,203,961.0
2025-10-06 02:00:00,1.01,0.57,6.2,147,962.4
2025-10-06 03:00:00,1.06,0.81,6.7,109,962.4
2025-10-06 04:00:00,1.95,1.6,7.4,89,961.6
2025-10-06 05:00:00,2.61,2.16,12.8,85,962.3
2025-10-06 06:00:00,2.57,2.11,13.1,77,961.4
2025-10-06 07:00:00,2.1,1.75,13.5,78,960.5
2025-10-06 08:00:00,1.38,1.18,16.1,77,960.1
2025-10-06 09:00:00,0.7,0.65,16.5,69,959.1
2025-10-06 10:00:00,0.42,0.39,15.1,315,958.3
2025-10-06 11:00:00,1.76,1.44,15.4,285,958.6
2025-10-06 12:00:00,2.4,2.11,15.1,268,958.4
2025-10-06 13:00:00,2.95,2.3,13.5,267,958.3
2025-10-06 14:00:00,2.97,2.27,9.3,277,957.6
2025-10-06 15:00:00,2.43,1.97,9.0,278,957.7
2025-10-06 16:00:00,1.98,1.77,8.3,260,957.5
2025-10-06 17:00:00,1.66,1.43,6.2,245,956.9
2025-10-06 18:00:00,0.97,0.92,6.0,235,956.5
2025-10-06 19:00:00,0.15,0.65,5.6,180,956.3
2025-10-06 20:00:00,0.78,0.76,4.6,105,955.8
2025-10-06 21:00:00,1.46,0.95,4.5,106,955.4
2025-10-06 22:00:00,2.15,1.35,3.7,115,954.9
2025-10-06 23:00:00,2.44,1.44,3.4,113,954.8
2025-10-07 00:00:00,3.46,2.15,3.5,85,954.7
2025-10-07 01:00:00,4.1,2.21,3.5,89,954.9
2025-10-07 02:00:00,4.26,1.63,9.8,95,956.6
2025-10-07 03:00:00,4.18,2.28,10.0,97,956.7
2025-10-07 04:00:00,4.05,3.15,10.3,92,956.3
2025-10-07 05:00:00,4.15,3.35,16.1,89,956.7
2025-10-07 06:00:00,3.81,3.11,16.6,85,956.1
2025-10-07 07:00:00,3.19,2.63,17.2,81,955.5
2025-10-07 08:00:00,2.18,1.82,19.7,74,955.1
2025-10-07 09:00:00,1.03,0.87,20.0,61,954.4
2025-10-07 10:00:00,0.97,0.79,17.3,325,953.4
2025-10-07 11:00:00,2.35,1.82,17.9,282,953.4
2025-10-07 12:00:00,4.02,1.98,17.3,265,953.5
2025-10-07 13:00:00,5.42,2.51,17.4,261,953.8
2025-10-07 14:00:00,5.76,2.6,12.7,262,953.0
2025-10-07 15:00:00,5.47,2.4,13.1,261,953.4
2025-10-07 16:00:00,5.12,2.19,12.5,258,953.3
2025-10-07 17:00:00,4.73,1.95,9.8,257,953.0
2025-10-07 18:00:00,4.54,1.84,9.5,259,952.7
2025-10-07 19:00:00,4.38,1.75,9.2,259,952.7
2025-10-07 20:00:00,4.23,1.69,7.4,256,952.1
2025-10-07 21:00:00,4.11,1.59,7.2,249,951.9
2025-10-07 22:00:00,4.05,1.52,6.1,246,951.5
2025-10-07 23:00:00,3.37,1.81,5.6,255,951.7
2025-10-08 00:00:00,2.56,1.69,5.7,274,951.9
2025-10-08 01:00:00,2.05,1.56,5.6,273,952.1
2025-10-08 02:00:00,1.71,0.83,10.6,249,953.6
2025-10-08 03:00:00,1.23,0.74,11.2,243,954.0
2025-10-08 04:00:00,0.85,0.7,11.6,273,954.1
2025-10-08 05:00:00,1.24,1.03,16.5,284,954.8
2025-10-08 06:00:00,2.09,1.73,16.9,281,954.8
2025-10-08 07:00:00,3.49,2.88,17.4,278,954.6
2025-10-08 08:00:00,5.04,4.03,19.3,277,954.4
2025-10-08 09:00:00,6.31,4.91,19.6,274,954.1
2025-10-08 10:00:00,6.81,5.2,17.1,273,953.9
2025-10-08 11:00:00,7.37,5.37,16.9,266,954.3
2025-10-08 12:00:00,7.5,4.51,17.6,263,954.6
2025-10-08 13:00:00,7.61,4.2,16.9,263,955.0
2025-10-08 14:00:00,7.08,3.61,12.3,261,954.9
2025-10-08 15:00:00,6.32,3.0,11.9,266,955.0
2025-10-08 16:00:00,5.74,2.64,11.5,263,955.1
2025-10-08 17:00:00,5.64,2.53,8.9,255,954.6
2025-10-08 18:00:00,5.47,2.33,8.8,254,954.8
2025-10-08 19:00:00,5.14,2.08,8.6,254,955.0
2025-10-08 20:00:00,4.88,1.95,7.1,257,954.4
2025-10-08 21:00:00,4.57,1.74,6.9,254,954.6
2025-10-08 22:00:00,4.88,1.93,5.6,247,954.0
2025-10-08 23:00:00,3.98,1.4,5.3,245,954.2
2025-10-09 00:00:00,2.46,1.52,5.3,257,954.4
