time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2026-01-01 00:00:00,9.03,5.56,2.0,262,958.0
2026-01-01 01:00:00,8.39,5.06,1.8,260,958.5
2026-01-01 02:00:00,7.44,4.4,1.7,257,958.8
2026-01-01 03:00:00,6.38,3.67,1.4,256,959.1
2026-01-01 04:00:00,5.08,3.31,1.9,257,959.7
2026-01-01 05:00:00,3.97,2.94,3.3,259,959.5
2026-01-01 06:00:00,3.02,2.36,3.4,263,959.2
2026-01-01 07:00:00,2.06,1.66,3.6,266,958.2
2026-01-01 08:00:00,0.75,0.65,4.1,266,957.8
2026-01-01 09:00:00,0.6,0.45,4.2,85,957.2
2026-01-01 10:00:00,2.18,1.77,4.1,99,957.4
2026-01-01 11:00:00,3.53,1.86,3.1,97,956.5
2026-01-01 12:00:00,5.01,2.66,2.2,81,956.3
2026-01-01 13:00:00,5.25,2.66,2.5,79,955.8
2026-01-01 14:00:00,4.47,1.97,1.6,96,955.8
2026-01-01 15:00:00,3.46,1.76,1.5,104,955.7
2026-01-01 16:00:00,2.69,1.9,1.2,105,955.5
2026-01-01 17:00:00,1.97,1.35,0.6,99,955.0
2026-01-01 18:00:00,1.3,0.78,0.6,94,955.0
2026-01-01 19:00:00,0.87,0.66,0.4,114,954.4
2026-01-01 20:00:00,0.72,0.75,0.1,146,954.4
2026-01-01 21:00:00,0.61,0.8,-0.2,171,954.2
2026-01-01 22:00:00,2.26,1.42,0.1,211,954.9
2026-01-01 23:00:00,1.88,0.92,0.2,241,954.5
2026-01-02 00:00:00,1.86,0.85,0.4,265,954.7
2026-01-02 01:00:00,1.82,0.96,0.4,254,954.9
2026-01-02 02:00:00,1.32,0.7,0.1,233,954.7
2026-01-02 03:00:00,0.98,0.78,0.4,165,954.9
2026-01-02 04:00:00,1.92,1.38,2.0,118,955.2
2026-01-02 05:00:00,2.64,1.74,4.7,100,955.7
2026-01-02 06:00:00,3.4,2.65,5.1,91,955.1
2026-01-02 07:00:00,4.1,3.2,5.5,89,954.3
2026-01-02 08:00:00,3.91,3.06,6.1,86,954.2
2026-01-02 09:00:00,3.17,2.52,6.0,84,954.3
2026-01-02 10:00:00,1.92,1.51,4.0,99,954.5
2026-01-02 11:00:00,1.45,1.4,2.4,90,954.4
2026-01-02 12:00:00,2.11,2.05,1.5,76,954.6
2026-01-02 13:00:00,2.94,1.63,1.8,100,954.8
2026-01-02 14:00:00,3.46,1.55,0.9,104,954.7
2026-01-02 15:00:00,4.01,1.73,0.8,94,954.6
2026-01-02 16:00:00,4.3,1.71,0.6,89,954.3
2026-01-02 17:00:00,4.2,1.65,0.4,90,954.4
2026-01-02 18:00:00,4.01,1.5,0.5,94,954.3
2026-01-02 19:00:00,3.93,1.41,0.7,97,954.3
2026-01-02 20:00:00,3.95,1.42,0.3,99,954.3
2026-01-02 21:00:00,4.07,1.51,0.1,101,954.5
2026-01-02 22:00:00,3.25,1.15,0.4,121,954.9
2026-01-02 23:00:00,3.12,1.17,0.4,112,954.8
2026-01-03 00:00:00,3.59,1.41,0.4,103,955.4
2026-01-03 01:00:00,3.77,1.45,0.3,105,955.6
2026-01-03 02:00:00,3.62,1.43,0.4,110,955.8
2026-01-03 03:00:00,3.67,1.6,0.7,107,956.2
2026-01-03 04:00:00,3.78,1.95,2.3,105,957.0
2026-01-03 05:00:00,3.74,2.06,5.5,102,957.9
2026-01-03 06:00:00,3.58,2.62,5.3,97,957.8
2026-01-03 07:00:00,3.91,3.0,5.6,94,957.1
2026-01-03 08:00:00,4.1,3.15,8.4,92,957.7
2026-01-03 09:00:00,4.05,3.1,8.3,92,957.5
2026-01-03 10:00:00,4.0,2.65,4.5,89,957.0
2026-01-03 11:00:00,3.94,1.88,3.3,102,956.8
2026-01-03 12:00:00,3.96,1.84,2.8,100,957.2
2026-01-03 13:00:00,4.03,1.75,2.9,96,957.5
2026-01-03 14:00:00,3.92,1.58,1.7,95,957.4
2026-01-03 15:00:00,3.87,1.45,1.5,95,957.7
2026-01-03 16:00:00,3.73,1.4,1.4,98,957.5
2026-01-03 17:00:00,3.75,1.46,0.3,99,957.6
2026-01-03 18:00:00,3.99,1.57,0.1,98,957.6
2026-01-03 19:00:00,4.34,1.79,-0.2,98,957.8
2026-01-03 20:00:00,4.66,1.87,-0.4,99,957.6
2026-01-03 21:00:00,4.78,1.96,-0.4,100,958.0
2026-01-03 22:00:00,4.22,1.81,-1.1,109,958.3
2026-01-03 23:00:00,4.2,1.85,-1.0,105,958.5
2026-01-04 00:00:00,4.5,1.9,-0.3,99,958.4
2026-01-04 01:00:00,4.86,2.08,-0.5,99,958.8
2026-01-04 02:00:00,3.61,1.17,0.0,100,959.1
2026-01-04 03:00:00,0.85,0.41,-0.2,50,960.2
2026-01-04 04:00:00,1.06,0.82,2.4,319,961.7
2026-01-04 05:00:00,0.78,0.56,6.2,285,962.8
2026-01-04 06:00:00,0.58,0.47,7.1,301,962.9
2026-01-04 07:00:00,0.78,0.57,7.4,310,962.4
2026-01-04 08:00:00,0.92,0.72,8.4,292,962.6
2026-01-04 09:00:00,1.4,1.1,8.8,272,962.2
2026-01-04 10:00:00,1.91,1.51,5.3,276,962.0
2026-01-04 11:00:00,3.26,1.86,3.3,274,962.1
2026-01-04 12:00:00,4.65,2.23,2.7,271,962.5
2026-01-04 13:00:00,5.15,2.41,2.9,268,963.4
2026-01-04 14:00:00,4.93,2.17,2.1,264,963.8
2026-01-04 15:00:00,4.55,1.93,2.2,262,964.2
2026-01-04 16:00:00,4.08,1.71,2.0,259,964.2
2026-01-04 17:00:00,4.23,1.84,1.6,256,964.6
2026-01-04 18:00:00,4.57,1.96,1.6,254,964.8
2026-01-04 19:00:00,4.82,2.07,1.9,253,965.3
2026-01-04 20:00:00,4.83,2.05,1.3,254,965.3
2026-01-04 21:00:00,4.67,1.98,1.5,254,965.6
2026-01-04 22:00:00,4.35,1.83,1.0,248,966.3
2026-01-04 23:00:00,3.42,1.21,1.0,255,966.6
2026-01-05 00:00:00,2.82,1.03,0.8,263,967.0
2026-01-05 01:00:00,2.45,0.96,1.3,250,968.0
2026-01-05 02:00:00,2.29,0.86,1.7,238,968.8
2026-01-05 03:00:00,2.06,0.76,2.0,231,969.5
2026-01-05 04:00:00,1.52,0.75,2.5,221,970.0
2026-01-05 05:00:00,0.87,0.46,4.6,204,971.0
2026-01-05 06:00:00,0.46,0.32,4.5,229,970.9
2026-01-05 07:00:00,0.7,0.5,5.0,274,970.6
2026-01-05 08:00:00,1.14,0.87,5.2,285,970.5
2026-01-05 09:00:00,1.2,0.95,4.9,275,970.6
2026-01-05 10:00:00,1.8,1.45,3.7,268,971.3
2026-01-05 11:00:00,1.65,1.36,2.5,273,971.5
2026-01-05 12:00:00,0.78,0.51,2.0,285,971.6
2026-01-05 13:00:00,0.74,0.85,2.4,110,972.2
2026-01-05 14:00:00,2.33,1.9,0.8,113,971.7
2026-01-05 15:00:00,3.36,1.6,0.4,105,971.7
2026-01-05 16:00:00,4.35,1.93,1.1,92,971.8
2026-01-05 17:00:00,5.35,2.36,0.3,89,971.7
2026-01-05 18:00:00,5.76,2.61,0.7,93,971.9
2026-01-05 19:00:00,5.94,2.82,0.7,97,971.9
2026-01-05 20:00:00,6.23,3.05,0.6,96,971.9
2026-01-05 21:00:00,6.75,3.4,1.2,91,971.8
2026-01-05 22:00:00,6.07,3.2,-0.3,95,971.9
2026-01-05 23:00:00,6.62,3.57,-0.4,86,971.5
2026-01-06 00:00:00,7.42,4.09,-0.3,82,971.0
2026-01-06 01:00:00,8.02,4.51,-0.3,86,970.9
2026-01-06 02:00:00,8.06,4.6,-0.4,92,970.3
2026-01-06 03:00:00,7.91,4.55,-0.5,93,970.4
2026-01-06 04:00:00,8.3,4.6,0.5,90,970.0
2026-01-06 05:00:00,8.21,5.76,3.0,88,970.1
2026-01-06 06:00:00,8.8,6.4,3.3,88,969.1
2026-01-06 07:00:00,9.0,6.6,3.2,88,967.7
2026-01-06 08:00:00,9.1,6.65,5.1,89,967.0
2026-01-06 09:00:00,8.9,6.4,4.9,90,966.0
2026-01-06 10:00:00,7.63,5.27,2.2,95,965.3
2026-01-06 11:00:00,7.61,4.35,1.8,92,965.1
2026-01-06 12:00:00,8.1,4.25,1.9,89,964.5
2026-01-06 13:00:00,7.8,3.95,2.0,91,964.5
2026-01-06 14:00:00,7.16,3.31,0.2,94,963.8
2026-01-06 15:00:00,6.18,2.56,-0.2,99,963.8
