time,wind_speed_100m,wind_speed_10m,temperature_2m,wind_direction_100m,surface_pressure
2025-01-01 00:00:00,6.92,3.71,0.9,95,960.5
2025-01-01 01:00:00,6.9,3.72,0.8,97,960.6
2025-01-01 02:00:00,6.62,3.52,0.6,98,960.3
2025-01-01 03:00:00,6.2,3.21,0.6,97,960.1
2025-01-01 04:00:00,5.66,3.2,1.2,93,960.4
2025-01-01 05:00:00,4.9,3.6,4.4,91,960.8
2025-01-01 06:00:00,5.1,3.85,4.2,89,960.3
2025-01-01 07:00:00,5.05,3.85,3.7,88,959.3
2025-01-01 08:00:00,4.7,3.6,4.3,89,958.7
2025-01-01 09:00:00,4.15,3.15,4.4,93,958.6
2025-01-01 10:00:00,4.04,2.85,1.9,102,958.3
2025-01-01 11:00:00,3.97,2.0,-0.2,95,957.8
2025-01-01 12:00:00,4.22,1.95,-0.2,84,958.2
2025-01-01 13:00:00,4.07,1.62,0.2,85,959.1
2025-01-01 14:00:00,3.26,1.28,-1.2,105,958.7
2025-01-01 15:00:00,2.93,1.35,-0.8,117,958.5
2025-01-01 16:00:00,2.7,1.13,-0.8,109,958.0
2025-01-01 17:00:00,2.47,1.06,-1.5,98,957.3
2025-01-01 18:00:00,2.29,0.87,-0.9,100,957.7
2025-01-01 19:00:00,2.17,0.72,-1.3,98,957.5
2025-01-01 20:00:00,2.02,0.95,-1.3,123,957.2
2025-01-01 21:00:00,1.77,0.81,-1.5,130,957.1
2025-01-01 22:00:00,1.55,0.74,-2.6,123,957.7
2025-01-01 23:00:00,1.72,0.83,-2.6,120,957.6
2025-01-02 00:00:00,1.68,0.58,-2.8,80,958.1
2025-01-02 01:00:00,2.21,0.64,-3.1,72,958.7
2025-01-02 02:00:00,1.72,0.56,-3.0,82,958.9
2025-01-02 03:00:00,1.21,0.43,-2.7,97,959.3
2025-01-02 04:00:00,0.56,0.72,-0.4,153,960.6
2025-01-02 05:00:00,0.82,0.68,4.2,232,961.6
2025-01-02 06:00:00,1.3,1.1,4.2,272,961.8
2025-01-02 07:00:00,2.07,1.71,4.1,277,960.9
2025-01-02 08:00:00,2.75,2.25,5.0,272,961.2
2025-01-02 09:00:00,3.26,2.51,4.9,266,961.4
2025-01-02 10:00:00,2.93,1.86,1.7,256,961.5
2025-01-02 11:00:00,2.48,2.01,-0.1,251,961.3
2025-01-02 12:00:00,2.82,1.95,-0.3,264,961.8
2025-01-02 13:00:00,3.37,1.69,-0.2,277,962.7
2025-01-02 14:00:00,3.27,1.5,-1.5,264,962.5
2025-01-02 15:00:00,3.05,1.32,-1.9,249,962.2
2025-01-02 16:00:00,2.59,0.98,-2.4,245,962.0
2025-01-02 17:00:00,1.97,0.86,-3.6,234,961.7
2025-01-02 18:00:00,1.46,0.81,-3.8,211,961.7
2025-01-02 19:00:00,1.12,0.78,-3.8,190,961.6
2025-01-02 20:00:00,1.06,0.78,-3.6,172,961.5
2025-01-02 21:00:00,1.0,0.79,-3.5,143,961.6
2025-01-02 22:00:00,1.61,1.03,-3.9,126,962.9
2025-01-02 23:00:00,1.9,1.16,-3.7,120,962.4
2025-01-03 00:00:00,1.94,1.14,-3.6,108,963.1
2025-01-03 01:00:00,1.84,1.03,-3.6,119,964.1
2025-01-03 02:00:00,2.33,1.3,-3.2,135,964.2
2025-01-03 03:00:00,2.39,1.56,-3.1,119,964.4
2025-01-03 04:00:00,3.6,2.04,-0.9,100,965.2
2025-01-03 05:00:00,3.92,2.55,4.0,101,966.3
2025-01-03 06:00:00,4.21,3.25,4.6,94,966.3
2025-01-03 07:00:00,4.81,3.75,4.2,93,965.8
2025-01-03 08:00:00,5.26,4.05,4.9,94,965.3
