issue_time_utc,issue_time_scada,target_time_scada,target_time_utc,turbine,lead_h,nwp_run_init_utc,nwp_lead_h,point,p10,p50,p90,prediction_kind,model_version,interval_label
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T00:00:00+06:00,2025-02-24T18:00:00Z,turbine_1,0,2025-02-24T06:00:00Z,12,0.8418847943062682,0.3441953091472191,0.8418847943062682,1.0,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T01:00:00+06:00,2025-02-24T19:00:00Z,turbine_1,1,2025-02-24T06:00:00Z,13,0.8279080259737565,0.33021854081470736,0.8279080259737565,1.0,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T02:00:00+06:00,2025-02-24T20:00:00Z,turbine_1,2,2025-02-24T06:00:00Z,14,0.7318464842992345,0.2341569991401854,0.7318464842992345,1.0,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T03:00:00+06:00,2025-02-24T21:00:00Z,turbine_1,3,2025-02-24T06:00:00Z,15,0.5600990121663704,0.062409527007321275,0.5600990121663704,0.8587404008719723,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T04:00:00+06:00,2025-02-24T22:00:00Z,turbine_1,4,2025-02-24T06:00:00Z,16,0.4044247294793683,0.14107747858242076,0.4044247294793683,0.9184179719041079,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T05:00:00+06:00,2025-02-24T23:00:00Z,turbine_1,5,2025-02-24T06:00:00Z,17,0.23601158850629816,0.0,0.23601158850629816,0.7500048309310376,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T06:00:00+06:00,2025-02-25T00:00:00Z,turbine_1,6,2025-02-24T06:00:00Z,18,0.10531601191154703,0.023047606334334808,0.10531601191154703,0.33370894301396625,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T07:00:00+06:00,2025-02-25T01:00:00Z,turbine_1,7,2025-02-24T06:00:00Z,19,0.05253066822282437,0.0,0.05253066822282437,0.2809235993252436,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T08:00:00+06:00,2025-02-25T02:00:00Z,turbine_1,8,2025-02-24T06:00:00Z,20,0.06078479892106915,0.0,0.06078479892106915,0.28917773002348834,model,lightgbm-v1,start
2025-02-24T18:00:00Z,2025-02-25T00:00:00+06:00,2025-02-25T09:00:00+06:00,2025-02-25T03:00:00Z,turbine_1,9,2025-02-24T06:00:00Z,21,0.06749170792796873,0.0,0.06749170792796873,0.2958846390303879,model,lightgbm-v1,start
