issue_time_utc,issue_time_scada,target_time_scada,target_time_utc,turbine,lead_h,nwp_run_init_utc,nwp_lead_h,point,p10,p50,p90,prediction_kind,model_version,interval_label
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T00:00:00+06:00,2025-02-10T18:00:00Z,turbine_1,0,2025-02-10T06:00:00Z,12,0.27786480139071246,0.014517550493764908,0.27786480139071246,0.791858043815452,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T01:00:00+06:00,2025-02-10T19:00:00Z,turbine_1,1,2025-02-10T06:00:00Z,13,0.36261331141618663,0.09926606051923909,0.36261331141618663,0.8766065538409262,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T02:00:00+06:00,2025-02-10T20:00:00Z,turbine_1,2,2025-02-10T06:00:00Z,14,0.3871525763114009,0.12380532541445333,0.3871525763114009,0.9011458187361404,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T03:00:00+06:00,2025-02-10T21:00:00Z,turbine_1,3,2025-02-10T06:00:00Z,15,0.45512504174725577,0.19177779085030822,0.45512504174725577,0.9691182841719953,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T04:00:00+06:00,2025-02-10T22:00:00Z,turbine_1,4,2025-02-10T06:00:00Z,16,0.5884819536685676,0.0907924685095185,0.5884819536685676,0.8871233423741696,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T05:00:00+06:00,2025-02-10T23:00:00Z,turbine_1,5,2025-02-10T06:00:00Z,17,0.6283818527878383,0.13069236762878922,0.6283818527878383,0.9270232414934403,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T06:00:00+06:00,2025-02-11T00:00:00Z,turbine_1,6,2025-02-10T06:00:00Z,18,0.6135918472123691,0.11590236205332005,0.6135918472123691,0.9122332359179712,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T07:00:00+06:00,2025-02-11T01:00:00Z,turbine_1,7,2025-02-10T06:00:00Z,19,0.616897761231421,0.11920827607237194,0.616897761231421,0.9155391499370231,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T08:00:00+06:00,2025-02-11T02:00:00Z,turbine_1,8,2025-02-10T06:00:00Z,20,0.6572294753059089,0.15953999014685982,0.6572294753059089,0.955870864011511,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T09:00:00+06:00,2025-02-11T03:00:00Z,turbine_1,9,2025-02-10T06:00:00Z,21,0.6524948045620329,0.1548053194029838,0.6524948045620329,0.951136193267635,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T10:00:00+06:00,2025-02-11T04:00:00Z,turbine_1,10,2025-02-10T06:00:00Z,22,0.6909563632209954,0.1932668780619463,0.6909563632209954,0.9895977519265975,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T11:00:00+06:00,2025-02-11T05:00:00Z,turbine_1,11,2025-02-10T06:00:00Z,23,0.7472326693044979,0.24954318414544885,0.7472326693044979,1.0,model,mos-curve-v0,start
2025-02-10T18:00:00Z,2025-02-11T00:00:00+06:00,2025-02-11T12:00:00+06:00,2025-02-11T06:00:00Z,turbine_1,12,2025-02-10T06:00:00Z,24,0.8842770432655479,0.525798756673418,0.8842770432655479,0.96927912386127,model,mos-curve-v0,start
